tau,p,MaxPop,R0,y_rt,y_rm,y_rtm,y_rmm
0.0,0.1,6886.937531199581,4.980320419978035,0.32224220623501204,0.1830733709830022,0.4875886524822695,0.26340996168582376
0.0,0.1,3178.5982789455165,2.432326031481804,0.43121363258520373,0.27759123208972875,0.28935185185185186,0.32051282051282054
0.0,0.1,1009.7904876328925,1.6801469044225654,0.39473684210526316,0.20954930759849177,0.32299741602067183,0.285218253968254
0.0,0.1,1123.8052651440942,2.7161673520372274,0.34394654088050314,0.22895257704550934,0.3227699530516432,0.16339869281045752
0.0,0.1,3127.099806978018,4.711149429650764,0.30833333333333335,0.24675595828807062,0.4573170731707317,0.2347417840375587
0.0,0.1,4050.1581331123243,4.812021662108718,0.2501493428912784,0.14980108657654995,0.1778455284552846,0.11935763888888888
0.0,0.1,2604.2716464994146,4.844774397256103,0.3108850129198966,0.1945748349966304,0.4385964912280702,0.26041666666666663
0.0,0.1,1376.7536175929058,1.7607140617278696,0.4845417451349655,0.2831487871313394,0.48828125,0.2645502645502646
0.0,0.1,1457.1070917259979,3.1987076757548367,0.42483660130718953,0.2233300677206238,0.303030303030303,0.20616319444444442
0.0,0.1,5560.245887572735,1.7027101292423221,0.23842828077314343,0.171473564284468,0.23460960960960958,0.2199074074074074
0.0,0.1,8726.586720848867,3.6910648632891228,0.30621172353455817,0.20906470708370184,0.38006756756756754,0.2577319587628866
0.0,0.1,2526.7702797185907,4.781243506818695,0.2882841328413284,0.2023765220582703,0.25614754098360654,0.20032051282051283
0.0,0.1,1859.93629275194,4.657117805136485,0.26647286821705424,0.1593485672869263,0.16534391534391535,0.15060240963855423
0.0,0.1,8296.150014007579,4.490700928975315,0.28613683127572015,0.21285771199316952,0.20833333333333334,0.14158576051779936
0.0,0.1,3559.1930301600214,3.691281346670939,0.25573852295409183,0.2130258352708211,0.3428270042194092,0.2604166666666667
0.0,0.1,1864.7333765051353,2.374757914675783,0.36445409429280395,0.24346305684113798,0.4166666666666667,0.23634453781512607
0.0,0.1,5103.854964960367,3.874270230496351,0.4166666666666667,0.3156945486084907,0.4203216374269006,0.33275462962962965
0.0,0.1,1431.1972151773748,1.8663571159593482,0.2541951080773606,0.16219778134259843,0.2644230769230769,0.18532719836400818
0.0,0.1,3282.5930933268924,4.147444404817288,0.34849877450980393,0.1904858774933994,0.2996575342465753,0.23284313725490197
0.0,0.1,2936.43916829823,3.4591091431199343,0.2917921686746988,0.21896689423831017,0.26919475655430714,0.14619883040935672
0.0,0.1,2826.919248368446,1.8994664887639297,0.3125,0.18975346354646838,0.24691358024691354,0.16114180478821363
0.0,0.1,5356.289508724375,2.3678220040181133,0.3865979381443299,0.2677917281792977,0.40922619047619047,0.3210167714884696
0.0,0.1,9990.78127443373,2.213570052507001,0.3455448201825014,0.20868812164110898,0.43767507002801126,0.11104060913705584
0.0,0.1,3145.401486263002,3.615359692251034,0.44070512820512814,0.21443124130813523,0.29008438818565396,0.2274904214559387
0.0,0.1,1438.032586476791,3.849276960280167,0.39341917024320455,0.22737208129610215,0.26455026455026454,0.13480392156862744
0.0,0.1,9283.263389092202,2.446629775664535,0.265625,0.14158398804875671,0.2349624060150376,0.11837121212121211
0.0,0.1,1104.867566522851,2.420556975755806,0.36607142857142855,0.21530978291469793,0.3472222222222222,0.2579365079365079
0.0,0.1,1420.1163952772313,4.862132123863204,0.3170289855072464,0.16259078004799482,0.3689236111111111,0.04901960784313725
0.0,0.1,1044.390793744565,2.4542687565525765,0.4322139303482587,0.24264852222762687,0.41399572649572647,0.2751572327044025
0.0,0.1,4205.7927655445055,3.4679618208520253,0.31041069723018144,0.2115704177256682,0.35191441441441446,0.28044871794871795
0.0,0.1,8747.72080091429,1.6391063624606754,0.34786821705426363,0.1676282620290118,0.400976290097629,0.15782828282828285
0.0,0.1,2856.7815572628756,4.096256980328228,0.3213652482269504,0.2100406480308586,0.3720238095238095,0.31524122807017546
0.0,0.1,8769.617729075262,4.72116213606245,0.2531152647975078,0.18819812153203,0.28683574879227053,0.18446180555555555
0.0,0.1,3132.920199686955,4.091033614458282,0.2873563218390805,0.1967000215693968,0.3354519774011299,0.196078431372549
0.0,0.1,3327.3486052315357,2.2880537508556573,0.41227556596409065,0.21424384521246131,0.4166666666666667,0.20833333333333334
0.0,0.1,3443.5715551463477,4.248888484614158,0.3317901234567901,0.20301692768251273,0.3063725490196078,0.16891891891891891
0.0,0.1,2973.3173353732973,1.9839856905557736,0.38032074340527583,0.23157762802026918,0.4198966408268734,0.1953125
0.0,0.1,6335.616658984291,3.6317878924105043,0.30711752786220875,0.19987099238016467,0.1905487804878049,0.20461309523809523
0.0,0.1,4169.624193921619,3.5955950603549773,0.30394239848914073,0.19604194548197362,0.24671052631578946,0.1720183486238532
0.0,0.1,1184.1890523500015,4.510020685867477,0.2710027100271003,0.18450466085780926,0.428921568627451,0.21367521367521364
0.0,0.1,8099.816682889884,2.65528134508024,0.2829961464354528,0.1931314438042246,0.3006872852233677,0.13844936708860758
0.0,0.1,8569.801511915155,2.0390812335835995,0.2971625766871166,0.1979607534709463,0.2772781774580336,0.21354166666666663
0.0,0.1,1826.803414252586,3.76245626145762,0.49942922374429227,0.2219721721496172,0.5208333333333334,0.16622340425531915
0.0,0.1,6650.141392145436,3.609482455363579,0.32222222222222224,0.20923428129357136,0.34722222222222215,0.2627627627627628
0.0,0.1,6781.84323636413,1.550986092678529,0.2759440658716638,0.1855446309424103,0.28750000000000003,0.2142668776371308
0.0,0.1,7773.4410368764675,2.327974585750772,0.311624649859944,0.2028135209161176,0.26580459770114945,0.17645719489981784
0.0,0.1,1163.5199124672413,4.65851874485889,0.45103092783505155,0.2093506222948417,0.3613945578231293,0.11415525114155252
0.0,0.1,1465.8501455270675,2.244228321080909,0.38202933985330073,0.23177852601346352,0.4087552742616034,0.27599715099715105
0.0,0.1,6061.787941598279,4.620657425978394,0.3144654088050315,0.2162378169425583,0.19755747126436782,0.16666666666666666
0.0,0.1,6598.011877645284,2.2748462794506983,0.31808035714285715,0.2178412397280882,0.250400641025641,0.1811594202898551
0.0,0.1,1908.8772030240568,4.609569556147435,0.2443910256410256,0.17188424919980877,0.22727272727272727,0.17857142857142858
0.0,0.1,5732.260875239488,3.440582967396187,0.30268324607329844,0.2391946106442908,0.30570652173913043,0.1943407960199005
0.0,0.1,1423.8035664282288,2.8667330296664666,0.3790875527426161,0.19164747561859682,0.2711187214611872,0.1831501831501831
0.0,0.1,1586.5351053226052,4.601135392798149,0.36558493589743585,0.2794435559404591,0.3546099290780142,0.23907103825136614
0.0,0.1,7984.051718958273,4.581426116739547,0.2100363306085377,0.12704830334437892,0.1997716894977169,0.078125
0.0,0.1,1825.696524684055,2.840138050203378,0.39747807017543857,0.25161474104829396,0.45138888888888884,0.3587962962962963
0.0,0.1,8067.2427692938645,4.12737186101576,0.26182432432432434,0.13195495993973233,0.16983695652173914,0.15015015015015012
0.0,0.1,2607.520839942599,3.2441075732406173,0.2789648622981956,0.16771664619659576,0.19188596491228072,0.1831501831501831
0.0,0.1,6512.553347987813,4.694886500024328,0.37729658792650916,0.21731257945265323,0.40509259259259256,0.16606280193236717
0.0,0.1,2295.8457085115006,2.122692757407225,0.34650034650034656,0.17448431867328584,0.40064102564102566,0.17570281124497994
0.0,0.1,3863.4492894242226,4.823166235633795,0.3006436314363144,0.15055815677531534,0.467687074829932,0.13805220883534136
0.0,0.1,3828.2609556400575,1.7744031808282859,0.3372199359853681,0.2044389191122344,0.29861111111111116,0.24909420289855072
0.0,0.1,4708.324003398239,2.7353085219962923,0.2834915611814346,0.1948121241090055,0.2821180555555555,0.19021739130434784
0.0,0.1,7817.713585408857,4.069306502448337,0.2626552053486151,0.19328314368308208,0.3567351598173516,0.10809748427672955
0.0,0.1,9475.83691742829,2.082281316540789,0.2854284369114878,0.200244387303281,0.3277972027972028,0.21676300578034682
0.0,0.1,2294.096168990918,3.9036394550830606,0.24931693989071035,0.1626597286089008,0.21367521367521364,0.1788720538720539
0.0,0.1,4219.3181273766795,3.1134955476985953,0.31429597701149425,0.22651077781368867,0.35173160173160173,0.18325617283950615
0.0,0.1,1286.8426911393738,1.7460230801191183,0.3155479059093517,0.15702357033406453,0.4166666666666667,0.13020833333333334
0.0,0.1,9422.552152854118,3.1216877398106853,0.3859024179620035,0.24835263802855187,0.3071581196581197,0.28576696165191745
0.0,0.1,3301.114706726194,4.611025310608854,0.26522140221402213,0.2046982873439674,0.18656716417910446,0.2252252252252252
0.0,0.1,1078.1522232412415,4.987765011250769,0.3071581196581197,0.1701115995488373,0.3598484848484848,0.165719696969697
0.0,0.1,3002.408780769118,4.1431606066826285,0.2966101694915254,0.2026889659324705,0.3472222222222222,0.17570281124497994
0.0,0.1,9833.660690312503,1.860403439138065,0.31339909576654335,0.18576804930126542,0.26723385689354273,0.19901761517615174
0.0,0.1,3373.690863345669,2.9992140784944707,0.44691969196919695,0.2738853568550871,0.392156862745098,0.26919475655430714
0.0,0.1,1515.056862040577,3.918329334937153,0.39062500000000006,0.25284406391025865,0.32894736842105265,0.2741228070175439
0.0,0.1,8147.632801477947,4.168516997958426,0.31901041666666663,0.17354150710942126,0.3819444444444444,0.2670940170940171
0.0,0.1,7079.732662383482,3.476442966051432,0.3423455056179775,0.2566504690793928,0.28292181069958844,0.32362459546925565
0.0,0.1,2217.062338430697,3.963517421719531,0.19265935214211077,0.16507271476286522,0.27173913043478265,0.13354700854700854
0.0,0.1,1466.1047023205242,1.6176954206267016,0.350254730713246,0.2338790589151017,0.46672077922077915,0.2523291925465838
0.0,0.1,4254.00020177537,2.59900934973125,0.3149224806201551,0.18756589302485444,0.26041666666666663,0.22145669291338585
0.0,0.1,9854.791109342248,3.737372613948189,0.31052393857271904,0.25603550336603675,0.3255208333333333,0.17830330330330327
0.0,0.1,3118.5904198967373,4.24764867651065,0.27827918170878463,0.20843743898584755,0.20833333333333334,0.1524390243902439
0.0,0.1,2008.6730981937385,3.6327484717154137,0.3590593434343434,0.20701030261880748,0.32894736842105265,0.22321428571428573
0.0,0.1,2038.7559921028565,2.356870960381152,0.36498294970161976,0.24693645859656005,0.3891941391941392,0.22145669291338585
0.0,0.1,5303.686749291345,2.1225261610200263,0.3873813760379597,0.23152552081737174,0.3882575757575757,0.24284253578732107
0.0,0.1,1544.4686294178646,2.972913021423367,0.3778916929547845,0.18026253085140476,0.388681592039801,0.19321236559139784
0.0,0.1,4440.8559953545455,3.9876307509670026,0.30753968253968256,0.14544487905000383,0.2604166666666667,0.13503086419753085
0.0,0.1,5222.905158763796,2.2042466321688376,0.4137845849802372,0.21973434117188603,0.4083333333333333,0.20833333333333334
0.0,0.1,3602.7573244113264,2.051891398568035,0.31649972175848634,0.17879596565351166,0.3269464720194647,0.1553867403314917
0.0,0.1,9725.87798113112,2.648602950016366,0.20833333333333334,0.18644093368553277,0.14367816091954022,0.2661192214111922
0.0,0.1,1000.6061981459852,2.5683335859126846,0.4193722943722944,0.2512851031826843,0.44642857142857145,0.3146701388888889
0.0,0.1,9225.761862668349,1.5310678874287105,0.4494996873045654,0.2324991685335824,0.42330677290836655,0.2447089947089947
0.0,0.1,4548.01784453083,1.6388612187893907,0.3099539496989019,0.16619362715699978,0.29979674796747974,0.1278580024067389
0.0,0.1,1310.2614991483933,4.7444476409221785,0.2853881278538813,0.19085010417718787,0.20491803278688525,0.18055555555555552
0.0,0.1,5706.257638851034,2.857965760737862,0.31887755102040816,0.17394858363149396,0.36097359735973594,0.24104683195592286
0.0,0.1,6331.351364684262,4.904206997499582,0.3006872852233677,0.21331269631487054,0.2450980392156862,0.15034364261168384
0.0,0.1,6811.016087711025,4.526981511877886,0.2744708994708995,0.19213144668655682,0.21067415730337077,0.17543859649122806
0.0,0.1,7435.674696945463,4.2096339358491495,0.2387774594078319,0.09727292598404783,0.18656716417910446,0.09793447293447294
0.0,0.1,6614.9754160537605,2.0616987353035565,0.525990099009901,0.38276414895529387,0.7621951219512196,0.29396728016359924
0.0,0.1,5510.59057557095,1.6375042693924364,0.3388157894736842,0.27707579201032057,0.3861788617886179,0.30448717948717946
0.0,0.1,2418.134346197996,4.12893399021548,0.3637566137566138,0.26674256084603915,0.5718954248366014,0.22095959595959597
0.0,0.1,1925.0289785379252,2.812770511735293,0.28306159420289856,0.20064499796151475,0.32630522088353414,0.22123893805309736
0.0,0.1,4509.101075648365,1.5489868977314967,0.2758189262966333,0.2075866785742477,0.22043568464730287,0.23148148148148145
0.0,0.1,1375.2545181938758,3.9384915438029546,0.3472222222222222,0.19059127442101462,0.3063725490196078,0.3096846846846847
0.0,0.1,2942.617304832757,3.48594925647542,0.33730158730158727,0.24015646385052375,0.35807291666666663,0.26919475655430714
0.0,0.1,2287.3905233061832,3.738735446160886,0.2391742195367573,0.22687025777199826,0.20833333333333334,0.3605769230769231
0.0,0.1,9663.39300181702,1.5562723873193973,0.3979624323463865,0.26747659172152377,0.47846889952153115,0.2469931271477663
0.0,0.1,2507.7180407834726,4.644992651221918,0.27538314176245215,0.19176071617840934,0.45138888888888884,0.22007042253521128
0.0,0.1,6180.324429623402,4.989781772339393,0.24386845039018948,0.1496914755783995,0.244140625,0.22415611814345993
0.0,0.1,3340.570487907061,4.489046104071101,0.30615292712066905,0.2128333584568346,0.1880787037037037,0.15746124031007752
0.0,0.1,2472.9820871276142,2.9699852119099637,0.31492248062015504,0.21454733241321927,0.30120481927710846,0.18768768768768768
0.0,0.1,2905.3322057436394,3.9018771398324628,0.32407407407407407,0.2175125162588971,0.32679738562091504,0.24801587301587302
0.0,0.1,2337.774568299232,4.46134763827089,0.22945804195804195,0.12415141778062043,0.16447368421052633,0.13440860215053763
0.0,0.1,4131.359113139316,2.316964303243108,0.3930817610062894,0.18800742923709512,0.4014756944444445,0.1945970695970696
0.0,0.1,3271.545836607698,4.1205053535674505,0.3637566137566138,0.2058678423639391,0.5408653846153846,0.18726591760299624
0.0,0.1,3972.1330741392976,1.9024098654513368,0.25645458736745047,0.14352862385368226,0.18542757417102967,0.16203703703703706
0.0,0.1,4403.42641954561,4.778568536146138,0.2274525316455696,0.17580776691785063,0.24801587301587302,0.16927083333333331
0.0,0.1,1091.9118167105014,2.040983234537885,0.31524122807017546,0.23681425430446812,0.29438405797101447,0.21634615384615383
0.0,0.1,6558.696063455302,1.6678015519638367,0.391727126158807,0.2415166650547772,0.3728693181818182,0.19736842105263158
0.0,0.1,1040.3836656065914,3.232815348293072,0.311426116838488,0.1798387374006032,0.3630050505050505,0.23148148148148145
0.0,0.1,2666.103541310743,4.063708896923682,0.30615292712066905,0.20151283532590847,0.35807291666666663,0.2546296296296296
0.0,0.1,8970.36389142912,3.4183863758864734,0.37104221635883905,0.26741645951306087,0.3125,0.22759103641456585
0.0,0.1,7216.981861503592,4.788944657798971,0.3072541966426859,0.21067233834195237,0.1953125,0.16891891891891891
0.0,0.1,3348.6966549126237,4.660137919198882,0.3760373443983402,0.28505848099684306,0.38580246913580246,0.3048780487804878
0.0,0.1,1292.4064041295478,3.6751645282921896,0.3819444444444444,0.25921392303544527,0.45833333333333326,0.23148148148148145
0.0,0.1,1435.9813094231824,2.703706886589302,0.2624889478337754,0.15584783119662296,0.33854166666666663,0.07848173515981735
0.0,0.1,1078.335129454351,4.108288309891702,0.25753382533825336,0.15490574850732738,0.2192982456140351,0.1855022831050228
0.0,0.1,7049.412895468811,1.705149336641436,0.32882634289919055,0.2469121346574258,0.2686651583710407,0.21766169154228857
0.0,0.1,3700.4072861002837,2.813607348182781,0.25580752212389385,0.16391350372347493,0.3146701388888889,0.11241007194244605
0.0,0.1,7522.904524374216,3.196733955624668,0.2734375,0.1857666928410763,0.33088235294117646,0.2198012232415902
0.0,0.1,1886.0055832903224,3.9698863052149194,0.2891459074733096,0.16322219061450088,0.22435897435897434,0.26041666666666663
0.0,0.1,4170.86904778351,4.103947880589674,0.30559936908517354,0.19390652274850417,0.34722222222222227,0.2604166666666667
0.0,0.1,8036.936263218625,2.288897740559357,0.3034642662302237,0.20671145484392928,0.42372881355932207,0.26363168724279834
0.0,0.1,2762.826826206233,3.075057005535778,0.19486143187066973,0.1468571419014402,0.14583333333333334,0.13629283489096572
0.0,0.1,1792.96560986409,2.2803122635942303,0.26692708333333337,0.17328116331166157,0.19595709570957096,0.17123287671232876
0.0,0.1,2118.7296139281043,1.6267858222991813,0.41635939036381514,0.24285758761063256,0.31791125541125537,0.23425039872408296
0.0,0.1,1384.7038003295722,2.5052178027306926,0.386817738791423,0.2200578434351903,0.42968749999999994,0.2161949685534591
0.0,0.1,2548.7243777094186,3.4086993463592288,0.3065774804905239,0.22739175477965265,0.2910539215686274,0.33028455284552843
0.0,0.1,2464.5494217895516,4.114266062334027,0.2527322404371585,0.17619723056783096,0.24305555555555558,0.20833333333333334
0.0,0.1,4723.149871418885,3.9043608973983366,0.27583073727933544,0.1519581855042148,0.31565656565656564,0.21067415730337077
0.0,0.1,5969.0069829495305,3.0068860240122985,0.3876582278481012,0.21287176770460733,0.3652597402597403,0.213254593175853
0.0,0.1,2335.238323356626,2.4916062994753267,0.3690326633165829,0.24791403825417263,0.3556910569105692,0.23417312661498707
0.0,0.1,4724.79324464612,2.852868059276733,0.3284072249589491,0.22221065483731767,0.3004807692307692,0.21001344086021506
0.0,0.1,9367.331597660695,3.178286543950346,0.3365003958828187,0.23288445060380913,0.2861721611721612,0.32617845117845123
0.0,0.1,2707.255507925837,2.76961583459752,0.2616747181964573,0.19074947924124494,0.18838652482269505,0.17224409448818898
